country,association_name,official_name,association_code,member_id,overall_rank,overall_country_coefficient,season_rank,season_country_coefficient,uefa_season_year,overall_source_url,season_source_url,scraped_at_utc
Ukraine,Ukraine,Ukraine,UKR,57166,12,30.1,17,4.875,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Belgium,Belgium,Belgium,BEL,13,13,26.7,18,4.5,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Greece,Greece,Greece,GRE,49,14,25.831,9,7.5,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Czechia,Czechia,Czechia,CZE,58837,15,25.75,15,5.125,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Switzerland,Switzerland,Switzerland,SUI,128,16,24.225,11,6.25,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Bulgaria,Bulgaria,Bulgaria,BUL,20,17,23.166,21,2.75,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Norway,Norway,Norway,NOR,101,18,22.425,12,5.4,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Denmark,Denmark,Denmark,DEN,35,19,20.45,14,5.125,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Austria,Austria,Austria,AUT,8,20,17.7,20,3.2,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Serbia,Serbia,Serbia,SRB,147,21,16.75,23,2.625,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Israel,Israel,Israel,ISR,65,22,15.75,26,2.375,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Sweden,Sweden,Sweden,SWE,127,23,13.691,13,5.4,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Slovakia,Slovakia,Slovakia,SVK,58836,24,12.332,27,2.166,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Poland,Poland,Poland,POL,109,25,12.041,30,1.666,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Hungary,Hungary,Hungary,HUN,57,26,11.999,37,1.0,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Croatia,Croatia,Croatia,CRO,56370,27,11.624,19,3.666,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Cyprus,Cyprus,Cyprus,CYP,33,28,10.082,22,2.666,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Slovenia,Slovenia,Slovenia,SVN,57163,29,9.915,42,0.666,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Finland,Finland,Finland,FIN,42,30,9.623,24,2.625,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Latvia,Latvia,Latvia,LVA,56558,31,8.831,34,1.333,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,60094,32,8.498,29,1.833,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Lithuania,Lithuania,Lithuania,LTU,56557,33,7.999,32,1.5,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Moldova,Moldova,Moldova,MDA,57160,34,7.499,35,1.333,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Republic of Ireland,Republic of Ireland,Republic of Ireland,IRL,64,35,7.332,39,1.0,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
North Macedonia,North Macedonia,North Macedonia,MKD,59205,36,6.331,31,1.666,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Iceland,Iceland,Iceland,ISL,58,37,5.999,36,1.166,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Georgia,Georgia,Georgia,GEO,57157,38,5.831,38,1.0,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Liechtenstein,Liechtenstein,Liechtenstein,LIE,81,39,5.5,48,0.5,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Belarus,Belarus,Belarus,BLR,57155,40,5.332,28,1.833,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Estonia,Estonia,Estonia,EST,56556,41,4.332,40,0.833,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Azerbaijan,Azerbaijan,Azerbaijan,AZE,57154,42,3.832,43,0.666,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Albania,Albania,Albania,ALB,2,43,3.666,49,0.5,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Armenia,Armenia,Armenia,ARM,57419,44,3.665,33,1.333,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Kazakhstan,Kazakhstan,Kazakhstan,KAZ,65146,45,2.582,41,0.75,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Northern Ireland,Northern Ireland,Northern Ireland,NIR,63,46,2.332,46,0.5,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Wales,Wales,Wales,WAL,144,47,2.331,44,0.666,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Faroe Islands,Faroe Islands,Faroe Islands,FRO,51218,48,1.832,51,0.333,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Luxembourg,Luxembourg,Luxembourg,LUX,82,49,1.498,50,0.333,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Malta,Malta,Malta,MLT,88,50,0.832,53,0.0,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Andorra,Andorra,Andorra,AND,60618,51,0.5,47,0.5,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
Montenegro,Montenegro,Montenegro,MNE,92853,52,0.5,45,0.5,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
San Marino,San Marino,San Marino,SMR,50168,53,0.25,52,0.25,2008,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2008,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2008,2026-02-13T21:37:57.705796+00:00
England,England,England,ENG,39,1,79.499,2,15.0,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Spain,Spain,Spain,ESP,122,2,74.266,3,13.312,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Italy,Italy,Italy,ITA,66,3,62.91,5,11.375,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Germany,Germany,Germany,GER,47,4,56.695,4,12.687,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
France,France,France,FRA,43,5,50.168,6,11.0,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Russia,Russia,Russia,RUS,57451,6,47.625,7,9.75,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Ukraine,Ukraine,Ukraine,UKR,57166,7,41.85,1,16.625,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Netherlands,Netherlands,Netherlands,NED,95,8,39.13,12,6.333,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Romania,Romania,Romania,ROU,113,9,38.908,21,2.642,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Portugal,Portugal,Portugal,POR,110,10,36.462,10,6.785,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Türkiye,Türki̇ye,Türki̇ye,TUR,135,11,32.225,9,7.0,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Greece,Greece,Greece,GRE,49,12,28.165,11,6.5,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Scotland,Scotland,Scotland,SCO,117,13,27.875,29,1.875,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Belgium,Belgium,Belgium,BEL,13,14,25.325,16,4.5,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Switzerland,Switzerland,Switzerland,SUI,128,15,25.25,20,2.9,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Denmark,Denmark,Denmark,DEN,35,16,24.45,8,8.2,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Bulgaria,Bulgaria,Bulgaria,BUL,20,17,21.25,27,2.25,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Czechia,Czechia,Czechia,CZE,58837,18,20.75,26,2.375,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Norway,Norway,Norway,NOR,101,19,18.8,24,2.5,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Austria,Austria,Austria,AUT,8,20,17.825,28,2.25,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Serbia,Serbia,Serbia,SRB,147,21,15.25,19,3.0,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Israel,Israel,Israel,ISR,65,22,15.25,32,1.75,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Cyprus,Cyprus,Cyprus,CYP,33,23,15.082,13,6.333,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Sweden,Sweden,Sweden,SWE,127,24,14.691,23,2.5,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Slovakia,Slovakia,Slovakia,SVK,58836,25,14.665,15,4.833,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Poland,Poland,Poland,POL,109,26,12.916,14,5.0,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Croatia,Croatia,Croatia,CRO,56370,27,12.332,17,4.333,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Finland,Finland,Finland,FIN,42,28,9.79,31,1.833,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
Lithuania,Lithuania,Lithuania,LTU,56557,29,9.666,25,2.5,2009,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2009,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2009,2026-02-13T21:37:57.705796+00:00
